Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,23,546.0,497,51.0,121,24,3,14,4,2,38,113,2.97,0.244,0.299,0.388,0.687,193.0,13.0,3.0,3,4,1,2,0.286,100,93,80
Season Totals,Last 7 days,2,46.0,45,2.0,10,2,0,0,0,0,1,14,14.0,0.222,0.239,0.267,0.506,12.0,1.0,0.0,0,0,0,1,0.323,49,49,8
Season Totals,Last 14 days,3,73.0,69,4.0,15,2,0,1,0,0,3,20,6.67,0.217,0.25,0.29,0.54,20.0,2.0,0.0,0,0,0,1,0.292,58,54,12
Season Totals,Last 28 days,5,128.0,117,8.0,27,2,2,2,0,1,9,27,3.0,0.231,0.284,0.333,0.617,39.0,3.0,0.0,0,1,0,1,0.281,81,70,21
Season Totals,Last 365 days,30,714.0,648,72.0,159,34,3,20,4,2,53,152,2.87,0.245,0.303,0.4,0.703,259.0,14.0,3.0,3,6,1,4,0.288,104,,102
Platoon Splits,vs RHB,23,281.0,254,17.0,60,9,0,7,2,1,21,53,2.52,0.236,0.3,0.354,0.654,90.0,7.0,3.0,0,2,0,2,0.27,92,86,44
Platoon Splits,vs LHB,22,265.0,243,29.0,61,15,3,7,2,1,17,60,3.53,0.251,0.298,0.424,0.722,103.0,6.0,0.0,3,2,1,0,0.303,109,98,36
Platoon Splits,vs RHB as RHP,23,281.0,254,17.0,60,9,0,7,2,1,21,53,2.52,0.236,0.3,0.354,0.654,90.0,7.0,3.0,0,2,0,2,0.27,92,90,44
Platoon Splits,vs LHB as RHP,22,265.0,243,29.0,61,15,3,7,2,1,17,60,3.53,0.251,0.298,0.424,0.722,103.0,6.0,0.0,3,2,1,0,0.303,109,95,36
Home or Away,Home,11,259.0,236,22.0,60,13,1,6,2,1,16,53,3.31,0.254,0.305,0.394,0.699,93.0,9.0,2.0,2,2,1,2,0.302,104,99,40
Home or Away,Away,12,287.0,261,29.0,61,11,2,8,2,1,22,60,2.73,0.234,0.294,0.383,0.677,100.0,4.0,1.0,1,2,0,0,0.272,97,87,40
First or Second Half,1st Half,16,374.0,339,40.0,84,19,1,9,3,1,27,78,2.89,0.248,0.307,0.389,0.696,132.0,7.0,3.0,2,3,0,1,0.294,103,96,55
First or Second Half,2nd Half,7,172.0,158,11.0,37,5,2,5,1,1,11,35,3.18,0.234,0.282,0.386,0.669,61.0,6.0,0.0,1,1,1,1,0.269,94,84,25
Months,April/March,6,143.0,129,16.0,36,8,0,4,2,0,9,28,3.11,0.279,0.333,0.434,0.767,56.0,5.0,2.0,2,1,0,0,0.327,123,119,24
Months,May,6,140.0,128,17.0,29,6,1,2,0,1,11,28,2.55,0.227,0.286,0.336,0.622,43.0,2.0,0.0,0,1,0,0,0.273,82,80,20
Months,June,2,44.0,39,2.0,10,2,0,1,1,0,3,11,3.67,0.256,0.318,0.385,0.703,15.0,0.0,1.0,0,1,0,0,0.321,106,96,7
Months,July,5,118.0,109,10.0,24,6,1,6,1,1,8,24,3.0,0.22,0.274,0.459,0.732,50.0,3.0,0.0,1,0,1,1,0.228,110,97,11
Months,August,4,101.0,92,6.0,22,2,1,1,0,0,7,22,3.14,0.239,0.29,0.315,0.605,29.0,3.0,0.0,0,1,0,1,0.3,78,70,18
Game Outcome for Pitcher,in Wins,11,270.0,250,17.0,47,9,1,6,1,1,19,67,3.53,0.188,0.245,0.304,0.549,76.0,7.0,0.0,0,0,0,2,0.232,60,109,31
Game Outcome for Pitcher,in Losses,6,139.0,128,21.0,38,8,1,4,2,0,7,26,3.71,0.297,0.333,0.469,0.802,60.0,3.0,1.0,1,2,0,0,0.34,132,66,25
Game Outcome for Pitcher,in No Dec.,6,137.0,119,13.0,36,7,1,4,1,1,12,20,1.67,0.303,0.37,0.479,0.849,57.0,3.0,2.0,2,2,1,0,0.33,147,142,24
Pitching Role,as Starter,23,546.0,497,51.0,121,24,3,14,4,2,38,113,2.97,0.244,0.299,0.388,0.687,193.0,13.0,3.0,3,4,1,2,0.286,100,90,80
Run Support,0-2 Runs Scored,6,143.0,130,15.0,36,9,0,4,2,0,8,29,3.63,0.277,0.324,0.439,0.762,57.0,3.0,2.0,1,2,0,0,0.323,121,103,23
Run Support,3-5 Runs Scored,8,189.0,168,18.0,39,4,3,4,1,1,17,42,2.47,0.232,0.303,0.363,0.666,61.0,3.0,1.0,1,2,0,1,0.282,95,88,28
Run Support,6+ Runs Scored,9,214.0,199,18.0,46,11,0,6,1,1,13,42,3.23,0.231,0.278,0.377,0.655,75.0,7.0,0.0,1,0,1,1,0.265,90,83,29
Batting Order Positions,Batting 1st,23,70.0,63,2.0,14,3,1,0,1,0,6,14,2.33,0.222,0.286,0.302,0.587,19.0,1.0,0.0,0,1,0,0,0.28,74,62,10
Batting Order Positions,Batting 2nd,23,67.0,63,2.0,11,4,0,0,0,0,3,19,6.33,0.175,0.209,0.238,0.447,15.0,3.0,0.0,0,1,1,1,0.244,31,19,7
Batting Order Positions,Batting 3rd,23,66.0,58,13.0,18,3,0,5,0,0,7,9,1.29,0.31,0.379,0.621,1.0,36.0,1.0,0.0,0,1,0,0,0.289,187,152,10
Batting Order Positions,Batting 4th,23,64.0,61,8.0,13,2,0,4,1,1,2,16,8.0,0.213,0.234,0.443,0.677,27.0,2.0,0.0,0,1,0,0,0.214,92,79,7
Batting Order Positions,Batting 5th,23,62.0,57,8.0,16,3,1,2,0,0,4,11,2.75,0.281,0.339,0.474,0.812,27.0,1.0,1.0,0,0,0,1,0.318,136,124,10
Batting Order Positions,Batting 6th,23,59.0,53,4.0,12,2,1,2,0,1,4,11,2.75,0.226,0.293,0.415,0.708,22.0,0.0,1.0,0,0,0,0,0.25,105,105,7
Batting Order Positions,Batting 7th,23,54.0,52,3.0,18,4,0,0,1,0,2,12,6.0,0.346,0.37,0.423,0.794,22.0,0.0,0.0,0,0,0,0,0.45,133,132,14
Batting Order Positions,Batting 8th,23,53.0,46,5.0,11,1,0,1,1,0,7,8,1.14,0.239,0.34,0.326,0.666,15.0,5.0,0.0,0,0,0,0,0.27,98,105,9
Batting Order Positions,Batting 9th,23,51.0,44,1.0,8,2,0,0,0,0,3,13,4.33,0.182,0.25,0.227,0.477,10.0,0.0,1.0,3,0,0,0,0.258,42,55,6
Batting Order Positions,"Bat1-2,non-P",23,137.0,126,4.0,25,7,1,0,1,0,9,33,3.67,0.198,0.248,0.27,0.518,34.0,4.0,0.0,0,2,1,1,0.263,53,40,17
Batting Order Positions,"Bat3-6,non-P",23,251.0,229,33.0,59,10,2,13,1,2,17,47,2.76,0.258,0.312,0.489,0.801,112.0,4.0,2.0,0,2,0,1,0.269,130,116,34
Batting Order Positions,"Bat7-9,non-P",23,158.0,142,9.0,37,7,0,1,2,0,12,33,2.75,0.261,0.323,0.331,0.654,47.0,5.0,1.0,3,0,0,0,0.333,93,101,29
Swung or Took First Pitch of PA,Swung at 1st Pitch,23,190.0,180,15.0,46,8,1,3,,,6,33,5.5,0.256,0.275,0.361,0.636,65.0,5.0,0.0,1,3,0,2,0.293,85,83,34
Swung or Took First Pitch of PA,Took 1st Pitch,23,356.0,317,29.0,75,16,2,11,,,32,80,2.5,0.237,0.312,0.404,0.715,128.0,8.0,3.0,2,1,1,0,0.282,109,100,46
Count/Balls-Strikes,First Pitch,21,80.0,77,9.0,27,4,1,2,,,0,0,,0.351,0.342,0.507,0.848,39.0,3.0,0.0,1,2,0,1,0.325,145,90,20
Count/Balls-Strikes,1-0 Count,17,34.0,34,5.0,13,2,0,2,,,0,0,,0.382,0.382,0.618,1.0,21.0,0.0,0.0,0,0,0,0,0.344,187,120,9
Count/Balls-Strikes,2-0 Count,9,13.0,13,3.0,2,1,0,1,,,0,0,,0.154,0.154,0.462,0.615,6.0,0.0,0.0,0,0,0,0,0.083,71,19,0
Count/Balls-Strikes,3-0 Count,5,5.0,0,0.0,0,0,0,0,,,5,0,0.0,,1.0,,,0.0,0.0,0.0,0,0,1,0,,,,0
