Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Batting Order Positions,"Bat3-6,non-P",10,105.0,90,17.0,25,6,0,5,2,1,12,21,1.75,0.278,0.362,0.511,0.873,46.0,2.0,1.0,0,2,1,0,0.303,102,137,14
Batting Order Positions,"Bat7-9,non-P",10,61.0,57,9.0,20,7,1,2,0,0,4,6,1.5,0.351,0.393,0.614,1.007,35.0,0.0,0.0,0,0,0,1,0.367,131,203,10
Swung or Took First Pitch of PA,Swung at 1st Pitch,10,68.0,66,10.0,18,6,1,3,,,0,8,,0.273,0.294,0.53,0.824,35.0,1.0,2.0,0,0,0,1,0.273,87,129,8
Swung or Took First Pitch of PA,Took 1st Pitch,10,156.0,128,20.0,36,7,0,6,,,25,26,1.04,0.281,0.397,0.477,0.874,61.0,2.0,1.0,0,2,1,0,0.306,105,144,23
Count/Balls-Strikes,First Pitch,10,25.0,24,5.0,6,1,0,2,,,0,0,,0.25,0.28,0.542,0.822,13.0,0.0,1.0,0,0,0,0,0.182,86,79,3
Count/Balls-Strikes,1-0 Count,7,12.0,11,8.0,6,2,0,2,,,0,0,,0.546,0.5,1.273,1.773,14.0,0.0,0.0,0,1,0,0,0.4,294,268,2
Count/Balls-Strikes,2-0 Count,2,2.0,2,0.0,0,0,0,0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Count/Balls-Strikes,3-0 Count,5,6.0,0,0.0,0,0,0,0,,,6,0,0.0,,1.0,,,0.0,0.0,0.0,0,0,1,0,,,,0
Count/Balls-Strikes,0-1 Count,10,30.0,29,7.0,8,2,0,2,,,0,0,,0.276,0.3,0.552,0.852,16.0,1.0,1.0,0,0,0,1,0.222,94,98,4
Count/Balls-Strikes,1-1 Count,7,19.0,19,1.0,6,2,0,0,,,0,0,,0.316,0.316,0.421,0.737,8.0,0.0,0.0,0,0,0,0,0.316,71,77,4
Count/Balls-Strikes,2-1 Count,8,12.0,12,1.0,3,0,0,0,,,0,0,,0.25,0.25,0.25,0.5,3.0,0.0,0.0,0,0,0,0,0.25,19,16,3
Count/Balls-Strikes,3-1 Count,7,11.0,3,0.0,0,0,0,0,,,8,0,0.0,0.0,0.727,0.0,0.727,0.0,0.0,0.0,0,0,0,0,0.0,99,4,0
Count/Balls-Strikes,0-2 Count,7,16.0,16,2.0,7,1,0,1,,,0,6,,0.438,0.438,0.688,1.125,11.0,0.0,0.0,0,0,0,0,0.667,159,484,5
Count/Balls-Strikes,1-2 Count,10,27.0,27,1.0,7,2,1,0,,,0,14,,0.259,0.259,0.407,0.667,11.0,1.0,0.0,0,0,0,0,0.539,53,219,4
Count/Balls-Strikes,2-2 Count,10,36.0,36,2.0,7,2,0,1,,,0,12,,0.194,0.194,0.333,0.528,12.0,1.0,0.0,0,0,0,0,0.261,20,132,4
Count/Balls-Strikes,Full Count,9,28.0,15,3.0,4,1,0,1,,,11,2,0.18,0.267,0.571,0.533,1.105,8.0,0.0,1.0,0,1,0,0,0.231,164,186,2
Count/Balls-Strikes,After 1-0,10,82.0,58,11.0,17,5,0,3,,,22,8,0.36,0.293,0.476,0.535,1.01,31.0,1.0,0.0,0,2,1,0,0.286,138,152,9
Count/Balls-Strikes,After 2-0,10,34.0,17,2.0,2,0,0,0,,,16,4,0.25,0.118,0.529,0.118,0.647,2.0,0.0,0.0,0,1,1,0,0.143,68,33,2
Count/Balls-Strikes,After 3-0,5,11.0,0,0.0,0,0,0,0,,,11,0,0.0,,1.0,,,0.0,0.0,0.0,0,0,1,0,,,,0
Count/Balls-Strikes,After 0-1,10,117.0,112,14.0,31,7,1,4,,,3,26,8.67,0.277,0.308,0.464,0.772,52.0,2.0,2.0,0,0,0,1,0.329,78,153,19
Count/Balls-Strikes,After 1-1,10,88.0,78,4.0,21,5,1,2,,,9,14,1.56,0.269,0.352,0.436,0.788,34.0,1.0,1.0,0,0,0,0,0.307,84,137,13
Count/Balls-Strikes,After 2-1,10,51.0,39,4.0,10,2,0,2,,,10,6,0.6,0.256,0.412,0.462,0.873,18.0,0.0,1.0,0,1,0,0,0.25,106,122,6
Count/Balls-Strikes,After 3-1,9,21.0,7,1.0,2,0,0,1,,,13,0,0.0,0.286,0.762,0.714,1.476,5.0,0.0,1.0,0,0,0,0,0.167,252,192,1
Count/Balls-Strikes,After 0-2,10,35.0,35,4.0,11,3,0,1,,,0,16,,0.314,0.314,0.486,0.8,17.0,1.0,0.0,0,0,0,0,0.556,84,249,7
Count/Balls-Strikes,After 1-2,10,58.0,54,3.0,11,3,1,0,,,4,22,5.5,0.204,0.259,0.296,0.555,16.0,2.0,0.0,0,0,0,0,0.344,31,124,7
Count/Balls-Strikes,After 2-2,10,54.0,47,4.0,9,3,0,1,,,6,14,2.33,0.192,0.278,0.319,0.597,15.0,1.0,0.0,0,1,0,0,0.242,40,105,5
Count/Balls-Strikes,Zero Balls,10,71.0,69,14.0,21,4,0,5,,,0,6,,0.304,0.324,0.58,0.904,40.0,1.0,2.0,0,0,0,1,0.276,106,148,12
Count/Balls-Strikes,Zero Strikes,10,45.0,37,13.0,12,3,0,4,,,6,0,0.0,0.324,0.422,0.73,1.152,27.0,0.0,1.0,0,1,1,0,0.235,163,136,5
Count/Balls-Strikes,Three Balls,10,45.0,18,3.0,4,1,0,1,,,25,2,0.08,0.222,0.667,0.444,1.111,8.0,0.0,1.0,0,1,1,0,0.188,172,137,2
Count/Balls-Strikes,Two Strikes,10,107.0,94,8.0,25,6,1,3,,,11,34,3.09,0.266,0.346,0.447,0.793,42.0,2.0,1.0,0,1,0,0,0.379,85,209,15
Count/Balls-Strikes,Batter Ahead,10,71.0,43,12.0,13,3,0,3,,,25,2,0.08,0.302,0.549,0.581,1.131,25.0,0.0,1.0,0,2,1,0,0.25,167,136,7
Count/Balls-Strikes,Even Count,10,80.0,79,8.0,19,5,0,3,,,0,12,,0.241,0.25,0.418,0.668,33.0,1.0,1.0,0,0,0,0,0.25,53,91,11
Count/Balls-Strikes,Pitcher Ahead,10,73.0,72,10.0,22,5,1,3,,,0,20,,0.306,0.315,0.528,0.843,38.0,2.0,1.0,0,0,0,1,0.388,93,221,13
Leading Off Inning,First Batter,10,10.0,8,0.0,2,0,0,0,,,1,2,2.0,0.25,0.4,0.25,0.65,2.0,0.0,1.0,0,0,0,0,0.333,60,94,2
Leading Off Inning,Leadoff Inn.,10,54.0,51,3.0,12,0,0,3,,,1,8,8.0,0.235,0.278,0.412,0.69,21.0,0.0,2.0,0,0,0,1,0.225,59,96,9
Opposition Defensive Position,vs. Non-P,10,224.0,194,30.0,54,13,1,9,5,1,25,34,1.36,0.278,0.366,0.495,0.861,96.0,3.0,3.0,0,2,1,1,0.294,100,140,31
Number of Outs in Inning,0 outs,10,82.0,74,12.0,21,3,0,5,1,0,6,12,2.0,0.284,0.354,0.527,0.881,39.0,1.0,2.0,0,0,0,1,0.281,103,142,13
Number of Outs in Inning,1 out,10,72.0,63,11.0,18,5,1,3,4,1,7,10,1.43,0.286,0.347,0.54,0.887,34.0,2.0,0.0,0,2,0,0,0.289,104,144,9
Number of Outs in Inning,2 outs,10,70.0,57,7.0,15,5,0,1,0,0,12,12,1.0,0.263,0.4,0.404,0.804,23.0,0.0,1.0,0,0,1,0,0.318,91,132,9
Bases Occupied,RISP,10,49.0,39,24.0,14,4,0,4,2,0,8,7,0.88,0.359,0.449,0.769,1.218,30.0,0.0,0.0,0,2,1,0,0.333,178,220,6
Bases Occupied,---,10,134.0,121,5.0,33,7,1,5,0,0,10,24,2.4,0.273,0.343,0.471,0.814,57.0,0.0,3.0,0,0,0,1,0.304,89,135,20
Bases Occupied,Men On,10,90.0,73,25.0,21,6,0,4,5,1,15,10,0.67,0.288,0.4,0.534,0.934,39.0,3.0,0.0,0,2,1,0,0.279,117,150,11
Bases Occupied,1--,10,41.0,34,1.0,7,2,0,0,3,1,7,3,0.43,0.206,0.342,0.265,0.606,9.0,3.0,0.0,0,0,0,0,0.226,47,69,5
Bases Occupied,-2-,6,17.0,12,7.0,6,1,0,1,0,0,5,1,0.2,0.5,0.647,0.833,1.48,10.0,0.0,0.0,0,0,1,0,0.5,245,302,4
Bases Occupied,--3,3,3.0,2,1.0,1,1,0,0,0,0,1,0,0.0,0.5,0.667,1.0,1.667,2.0,0.0,0.0,0,0,0,0,0.5,284,329,0
Bases Occupied,12-,8,20.0,18,10.0,6,2,0,2,2,0,2,5,2.5,0.333,0.4,0.778,1.178,14.0,0.0,0.0,0,0,0,0,0.364,167,221,2
Bases Occupied,1-3,2,2.0,2,1.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,-23,3,5.0,4,4.0,1,0,0,1,0,0,0,1,,0.25,0.2,1.0,1.2,4.0,0.0,0.0,0,1,0,0,0.0,157,184,0
Bases Occupied,123,2,2.0,1,1.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,-100,-100,0
Bases Occupied,"on 1st,",10,38.0,31,8.0,9,2,0,1,1,1,6,4,0.67,0.29,0.395,0.452,0.846,14.0,3.0,0.0,0,1,0,0,0.296,99,126,6
Bases Occupied,"on 3rd,",5,8.0,5,7.0,2,1,0,1,0,0,1,1,1.0,0.4,0.375,1.2,1.575,6.0,0.0,0.0,0,2,0,0,0.2,245,246,0
Bases Occupied,"on 3rd, 2 out",4,4.0,4,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"0 out, ---",10,59.0,55,3.0,13,1,0,3,0,0,2,10,5.0,0.236,0.288,0.418,0.706,23.0,0.0,2.0,0,0,0,1,0.238,63,100,9
Bases Occupied,"0 out, 1--",8,13.0,11,0.0,3,1,0,0,1,0,2,0,0.0,0.273,0.385,0.364,0.748,4.0,1.0,0.0,0,0,0,0,0.273,79,100,2
Bases Occupied,"0 out, -2-",3,3.0,1,1.0,1,0,0,0,0,0,2,0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,1.0,375,447,1
Bases Occupied,"0 out, --3",1,1.0,1,1.0,1,1,0,0,0,0,0,0,,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0,0,0,0,1.0,577,544,0
Bases Occupied,"0 out, 12-",4,5.0,5,4.0,2,0,0,1,0,0,0,2,,0.4,0.4,1.0,1.4,5.0,0.0,0.0,0,0,0,0,0.5,211,259,1
Bases Occupied,"0 out, -23",1,1.0,1,3.0,1,0,0,1,0,0,0,0,,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0,0,0,0,,981,979,0
Bases Occupied,"1 out, ---",10,43.0,41,2.0,11,3,1,2,0,0,2,7,3.5,0.268,0.302,0.537,0.839,22.0,0.0,0.0,0,0,0,0,0.281,91,140,5
Bases Occupied,"1 out, 1--",8,12.0,9,0.0,2,0,0,0,2,1,3,2,0.67,0.222,0.417,0.222,0.639,2.0,2.0,0.0,0,0,0,0,0.286,59,84,2
Bases Occupied,"1 out, -2-",4,5.0,5,4.0,3,1,0,1,0,0,0,0,,0.6,0.6,1.4,2.0,7.0,0.0,0.0,0,0,0,0,0.5,347,435,1
Bases Occupied,"1 out, --3",2,2.0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0.0,37,36,0
Bases Occupied,"1 out, 12-",6,6.0,5,2.0,2,1,0,0,2,0,1,0,0.0,0.4,0.5,0.6,1.1,3.0,0.0,0.0,0,0,0,0,0.4,158,208,1
Bases Occupied,"1 out, 1-3",1,1.0,1,1.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"1 out, -23",2,2.0,1,1.0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,-100,-100,0
Bases Occupied,"1 out, 123",1,1.0,0,1.0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0,1,0,0,0.0,,,0
Bases Occupied,"2 out, ---",10,32.0,25,0.0,9,3,0,0,0,0,6,7,1.17,0.36,0.5,0.48,0.98,12.0,0.0,1.0,0,0,0,0,0.5,134,195,6
Bases Occupied,"2 out, 1--",8,16.0,14,1.0,2,1,0,0,0,0,2,1,0.5,0.143,0.25,0.214,0.464,3.0,0.0,0.0,0,0,0,0,0.154,12,32,1
Bases Occupied,"2 out, -2-",5,9.0,6,2.0,2,0,0,0,0,0,3,1,0.33,0.333,0.556,0.333,0.889,2.0,0.0,0.0,0,0,1,0,0.4,119,145,2
Bases Occupied,"2 out, 12-",6,9.0,8,4.0,2,1,0,1,0,0,1,3,3.0,0.25,0.333,0.75,1.083,6.0,0.0,0.0,0,0,0,0,0.25,143,201,0
Bases Occupied,"2 out, 1-3",1,1.0,1,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"2 out, -23",2,2.0,2,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"2 out, 123",1,1.0,1,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Clutch Stats,"2 outs, RISP",9,22.0,18,6.0,4,1,0,1,0,0,4,4,1.0,0.222,0.364,0.444,0.808,8.0,0.0,0.0,0,0,1,0,0.231,89,124,2
Clutch Stats,Late & Close,1,2.0,2,0.0,1,0,0,0,0,0,0,1,,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0,0,0,0,1.0,138,196,1
Clutch Stats,Tie Game,10,116.0,100,16.0,26,7,1,5,2,0,14,16,1.14,0.26,0.362,0.5,0.862,50.0,1.0,2.0,0,0,0,1,0.266,100,141,13
Clutch Stats,Within 1 R,10,156.0,134,24.0,36,10,1,7,5,0,17,23,1.35,0.269,0.359,0.515,0.874,69.0,1.0,3.0,0,2,0,1,0.274,102,142,18
Clutch Stats,Within 2 R,10,197.0,171,26.0,45,10,1,8,5,1,21,33,1.57,0.263,0.35,0.474,0.824,81.0,3.0,3.0,0,2,1,1,0.28,91,130,26
Clutch Stats,Within 3 R,10,217.0,188,30.0,52,13,1,9,5,1,24,34,1.42,0.277,0.364,0.5,0.864,94.0,3.0,3.0,0,2,1,1,0.293,101,141,29
Clutch Stats,Within 4 R,10,222.0,193,30.0,53,13,1,9,5,1,24,34,1.42,0.275,0.36,0.492,0.853,95.0,3.0,3.0,0,2,1,1,0.29,98,138,30
Clutch Stats,Margin > 4 R,1,2.0,1,0.0,1,0,0,0,0,0,1,0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,1.0,375,469,1
Clutch Stats,Ahead,3,24.0,20,3.0,7,0,0,1,0,0,3,3,1.0,0.35,0.417,0.5,0.917,10.0,0.0,0.0,0,1,0,0,0.353,115,168,6
Clutch Stats,Behind,8,84.0,74,11.0,21,6,0,3,3,1,8,15,1.88,0.284,0.357,0.487,0.844,36.0,2.0,1.0,0,1,1,0,0.316,96,127,12
Leverage,High Lvrge,9,35.0,30,13.0,8,2,0,2,3,0,3,4,1.33,0.267,0.314,0.533,0.848,16.0,0.0,0.0,0,2,0,0,0.231,94,132,4
Leverage,Medium Lvrge,10,106.0,93,11.0,23,4,1,4,2,1,11,16,1.45,0.247,0.34,0.441,0.781,41.0,3.0,2.0,0,0,1,1,0.26,82,117,14
Leverage,Low Lvrge,10,83.0,71,6.0,23,7,0,3,0,0,11,14,1.27,0.324,0.422,0.549,0.971,39.0,0.0,1.0,0,0,0,0,0.37,126,174,13
Times Facing Opponent in Game,"1st PA in G, as SP",10,90.0,75,14.0,22,9,0,3,,,12,14,1.17,0.293,0.4,0.533,0.933,40.0,1.0,2.0,0,1,0,0,0.322,117,167,10
Times Facing Opponent in Game,"2nd PA in G, as SP",10,83.0,76,11.0,17,2,1,4,,,7,15,2.14,0.224,0.289,0.434,0.723,33.0,1.0,0.0,0,0,1,1,0.228,67,97,10
Times Facing Opponent in Game,"3rd PA in G, as SP",9,51.0,43,5.0,15,2,0,2,,,6,5,0.83,0.349,0.431,0.535,0.966,23.0,1.0,1.0,0,1,0,0,0.351,126,154,11
Pitch Count,Pitch 1-25,10,62.0,50,6.0,12,3,0,2,,,10,10,1.0,0.24,0.387,0.42,0.807,21.0,1.0,2.0,0,0,0,0,0.263,91,132,7
Pitch Count,Pitch 26-50,10,63.0,54,17.0,19,7,0,4,,,8,9,1.13,0.352,0.429,0.704,1.132,38.0,1.0,0.0,0,1,1,0,0.357,159,211,8
Pitch Count,Pitch 51-75,9,54.0,53,3.0,11,1,1,1,,,1,11,11.0,0.208,0.222,0.321,0.543,17.0,1.0,0.0,0,0,0,0,0.244,26,47,8
Pitch Count,Pitch 76-100,9,45.0,37,4.0,12,2,0,2,,,6,4,0.67,0.324,0.422,0.541,0.963,20.0,0.0,1.0,0,1,0,1,0.313,125,166,8
Days of Rest,"4 Days,GS",2,45.0,43,5.0,12,4,1,3,2,0,1,8,8.0,0.279,0.311,0.628,0.939,27.0,0.0,1.0,0,0,0,0,0.281,112,151,4
Days of Rest,"5 Days,GS",3,72.0,63,8.0,18,3,0,3,0,1,7,15,2.14,0.286,0.375,0.476,0.851,30.0,3.0,2.0,0,0,0,0,0.333,99,139,12
Days of Rest,"6+ Days,GS",5,107.0,88,23.0,24,6,0,3,3,0,17,11,0.65,0.273,0.383,0.443,0.826,39.0,0.0,0.0,0,2,1,1,0.276,94,126,15
Hit Location,To Infield,10,64.0,64,1.0,3,0,0,0,0,0,0,0,,0.047,0.047,0.047,0.094,3.0,3.0,0.0,0,0,0,1,0.047,-78,15,3
Hit Location,To Outfield,10,98.0,96,29.0,51,13,1,9,0,0,0,0,,0.531,0.52,0.969,1.489,93.0,0.0,0.0,0,2,0,0,0.472,238,106,28
Hit Location,Ball In Play,10,153.0,151,14.0,45,13,1,0,0,0,0,0,,0.298,0.294,0.397,0.692,60.0,3.0,0.0,0,2,0,1,0.294,61,108,31
Hit Location,Not in Play,10,71.0,43,16.0,9,0,0,9,1,1,25,34,1.36,0.209,0.521,0.837,1.358,36.0,0.0,3.0,0,0,1,0,,211,225,0
Hit Location,Fair Terr,10,151.0,149,30.0,54,13,1,9,0,0,0,0,,0.362,0.358,0.644,1.002,96.0,3.0,0.0,0,2,0,1,0.317,128,126,31
Hit Location,Foul Terr,8,11.0,11,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,,0
Hit Location,Pulled-RHB,10,31.0,31,9.0,18,8,0,2,0,0,0,0,,0.581,0.581,1.032,1.613,32.0,0.0,0.0,0,0,0,0,0.552,267,178,8
Hit Location,Up Mdle-RHB,10,61.0,59,12.0,17,1,0,4,0,0,0,0,,0.288,0.279,0.509,0.787,30.0,2.0,0.0,0,2,0,1,0.228,79,106,12
Hit Location,Opp Fld-RHB,7,18.0,18,6.0,5,0,0,2,0,0,0,0,,0.278,0.278,0.611,0.889,11.0,1.0,0.0,0,0,0,0,0.188,99,148,3
Hit Location,Pulled-LHB,8,20.0,20,3.0,9,4,0,1,0,0,0,0,,0.45,0.45,0.8,1.25,16.0,0.0,0.0,0,0,0,0,0.421,185,154,4
Hit Location,Up Mdle-LHB,6,21.0,21,0.0,3,0,1,0,0,0,0,0,,0.143,0.143,0.238,0.381,5.0,0.0,0.0,0,0,0,0,0.143,-13,-7,2
Hit Location,Opp Fld-LHB,6,10.0,10,0.0,2,0,0,0,0,0,0,0,,0.2,0.2,0.2,0.4,2.0,0.0,0.0,0,0,0,0,0.2,-5,12,2
Hit Location,Unknown Loc,1,1.0,1,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Hit Trajectory,Ground Balls,10,57.0,57,5.0,14,1,0,0,0,0,0,0,,0.246,0.246,0.263,0.509,15.0,3.0,0.0,0,0,0,1,0.246,20,98,13
Hit Trajectory,Fly Balls,10,71.0,69,19.0,15,2,1,9,0,0,0,0,,0.217,0.211,0.667,0.878,46.0,0.0,0.0,0,2,0,0,0.097,92,113,3
Hit Trajectory,Line Drives,10,33.0,33,6.0,25,10,0,0,0,0,0,0,,0.758,0.758,1.061,1.818,35.0,0.0,0.0,0,0,0,0,0.758,321,142,15
Hit Trajectory,Bunts,1,1.0,1,0.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Opponent,Inter-League,1,24.0,23,0.0,5,0,0,0,0,0,0,6,,0.217,0.25,0.217,0.467,5.0,0.0,1.0,0,0,0,0,0.294,12,36,5
Opponent,Atlanta Braves,1,24.0,23,0.0,5,0,0,0,0,0,0,6,,0.217,0.25,0.217,0.467,5.0,0.0,1.0,0,0,0,0,0.294,12,34,5
Opponent,Boston Red Sox,1,25.0,25,2.0,6,0,0,0,0,0,0,6,,0.24,0.24,0.24,0.48,6.0,0.0,0.0,0,0,0,0,0.316,14,28,6
