Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Season Totals,2024 Totals,24,547.0,507,64.0,136,34,8,13,1,0,30,108,3.6,0.268,0.313,0.444,0.756,225.0,15.0,5.0,0,5,2,1,0.315,100,111,81
Season Totals,Last 7 days,1,24.0,23,2.0,5,2,0,1,0,0,1,7,7.0,0.217,0.25,0.435,0.685,10.0,0.0,0.0,0,0,0,0,0.267,78,97,2
Season Totals,Last 14 days,2,48.0,47,3.0,10,3,0,2,0,0,1,13,13.0,0.213,0.229,0.404,0.634,19.0,0.0,0.0,0,0,0,0,0.25,64,75,5
Season Totals,Last 28 days,5,120.0,113,9.0,21,6,1,3,0,0,6,38,6.33,0.186,0.233,0.336,0.57,38.0,2.0,1.0,0,0,0,0,0.25,50,55,11
Season Totals,Last 365 days,29,625.0,574,73.0,150,38,10,15,1,0,39,122,3.13,0.261,0.31,0.441,0.751,253.0,17.0,5.0,0,7,2,1,0.304,98,,87
Platoon Splits,vs RHB,24,269.0,249,27.0,75,17,5,4,0,0,14,56,4.0,0.301,0.342,0.458,0.8,114.0,6.0,3.0,0,3,0,1,0.37,112,126,49
Platoon Splits,vs LHB,24,278.0,258,32.0,61,17,3,9,1,0,16,52,3.25,0.236,0.284,0.43,0.714,111.0,9.0,2.0,0,2,2,0,0.261,88,96,32
Platoon Splits,vs RHB as RHP,24,269.0,249,27.0,75,17,5,4,0,0,14,56,4.0,0.301,0.342,0.458,0.8,114.0,6.0,3.0,0,3,0,1,0.37,112,131,49
Platoon Splits,vs LHB as RHP,24,278.0,258,32.0,61,17,3,9,1,0,16,52,3.25,0.236,0.284,0.43,0.714,111.0,9.0,2.0,0,2,2,0,0.261,88,92,32
Home or Away,Home,10,240.0,222,32.0,63,17,5,3,1,0,11,48,4.36,0.284,0.321,0.446,0.767,99.0,5.0,3.0,0,4,1,0,0.343,103,117,38
Home or Away,Away,14,307.0,285,32.0,73,17,3,10,0,0,19,60,3.16,0.256,0.306,0.442,0.748,126.0,10.0,2.0,0,1,1,1,0.292,97,105,43
First or Second Half,1st Half,17,378.0,350,50.0,103,25,6,10,1,0,20,59,2.95,0.294,0.333,0.486,0.819,170.0,10.0,3.0,0,5,2,1,0.325,116,129,62
First or Second Half,2nd Half,7,169.0,157,14.0,33,9,2,3,0,0,10,49,4.9,0.21,0.266,0.35,0.617,55.0,5.0,2.0,0,0,0,0,0.286,64,70,19
Months,April/March,4,71.0,64,9.0,19,3,1,2,1,0,5,13,2.6,0.297,0.338,0.469,0.807,30.0,1.0,0.0,0,2,1,1,0.333,114,130,13
Months,May,5,117.0,108,19.0,39,9,3,3,0,0,8,18,2.25,0.361,0.41,0.583,0.994,63.0,5.0,1.0,0,0,1,0,0.414,162,184,24
Months,June,5,119.0,111,17.0,31,11,0,4,0,0,5,15,3.0,0.279,0.319,0.487,0.806,54.0,3.0,2.0,0,1,0,0,0.29,111,121,16
Months,July,6,144.0,133,10.0,28,5,3,1,0,0,8,33,4.13,0.211,0.257,0.316,0.573,42.0,5.0,1.0,0,2,0,0,0.267,53,57,19
Months,August,4,96.0,91,9.0,19,6,1,3,0,0,4,29,7.25,0.209,0.25,0.396,0.646,36.0,1.0,1.0,0,0,0,0,0.271,69,77,9
Game Outcome for Pitcher,in Wins,9,212.0,200,12.0,42,10,1,5,1,0,12,52,4.33,0.21,0.255,0.345,0.6,69.0,5.0,0.0,0,0,1,0,0.259,59,128,26
Game Outcome for Pitcher,in Losses,6,132.0,114,32.0,42,11,2,4,0,0,12,20,1.67,0.368,0.432,0.605,1.037,69.0,1.0,3.0,0,3,1,1,0.409,174,114,25
Game Outcome for Pitcher,in No Dec.,9,203.0,193,20.0,52,13,5,4,0,0,6,36,6.0,0.269,0.296,0.451,0.746,87.0,9.0,2.0,0,2,0,0,0.31,96,111,30
Game Outcome for Pitcher,in non-Sv,2,44.0,40,1.0,11,3,0,0,0,0,4,8,2.0,0.275,0.341,0.35,0.691,14.0,1.0,0.0,0,0,0,0,0.344,88,96,8
Pitching Role,as Starter,22,503.0,467,63.0,125,31,8,13,1,0,26,100,3.85,0.268,0.31,0.452,0.762,211.0,14.0,5.0,0,5,2,1,0.312,101,109,73
Pitching Role,as Reliever,2,44.0,40,1.0,11,3,0,0,0,0,4,8,2.0,0.275,0.341,0.35,0.691,14.0,1.0,0.0,0,0,0,0,0.344,88,99,8
Run Support,0-2 Runs Scored,6,116.0,101,26.0,34,6,2,4,0,0,12,17,1.42,0.337,0.405,0.555,0.96,56.0,2.0,1.0,0,2,1,1,0.366,154,156,22
Run Support,3-5 Runs Scored,9,219.0,210,21.0,52,15,4,6,1,0,4,42,10.5,0.248,0.265,0.443,0.708,93.0,4.0,2.0,0,3,1,0,0.279,84,96,27
Run Support,6+ Runs Scored,7,168.0,156,16.0,39,10,2,3,0,0,10,41,4.1,0.25,0.304,0.397,0.701,62.0,8.0,2.0,0,0,0,0,0.321,87,97,24
Batting Order Positions,Batting 1st,24,67.0,65,6.0,19,6,2,2,1,0,1,11,11.0,0.292,0.313,0.539,0.852,35.0,0.0,1.0,0,0,0,1,0.327,121,128,9
Batting Order Positions,Batting 2nd,24,67.0,60,7.0,17,6,0,3,0,0,6,12,2.0,0.283,0.343,0.533,0.877,32.0,4.0,0.0,0,1,1,0,0.304,130,128,8
Batting Order Positions,Batting 3rd,24,67.0,63,4.0,13,3,0,1,0,0,4,14,3.5,0.206,0.254,0.302,0.555,19.0,2.0,0.0,0,0,0,0,0.25,49,43,9
Batting Order Positions,Batting 4th,24,67.0,63,7.0,12,5,2,1,0,0,4,15,3.75,0.191,0.239,0.381,0.62,24.0,3.0,0.0,0,0,0,0,0.234,62,66,4
Batting Order Positions,Batting 5th,24,65.0,60,3.0,19,3,2,2,0,0,5,14,2.8,0.317,0.369,0.533,0.903,32.0,0.0,0.0,0,0,0,0,0.386,138,148,12
Batting Order Positions,Batting 6th,24,61.0,56,5.0,20,1,0,2,0,0,4,10,2.5,0.357,0.41,0.482,0.892,27.0,1.0,1.0,0,0,1,0,0.409,140,161,17
Batting Order Positions,Batting 7th,24,56.0,47,9.0,14,5,1,1,0,0,4,14,3.5,0.298,0.375,0.511,0.886,24.0,3.0,3.0,0,2,0,0,0.382,135,156,7
Batting Order Positions,Batting 8th,23,50.0,47,13.0,11,2,0,1,0,0,2,8,4.0,0.234,0.26,0.34,0.6,16.0,0.0,0.0,0,1,0,0,0.256,60,82,8
Batting Order Positions,Batting 9th,23,47.0,46,5.0,11,3,1,0,0,0,0,10,,0.239,0.234,0.348,0.582,16.0,2.0,0.0,0,1,0,0,0.297,53,85,7
Batting Order Positions,"Bat1-2,non-P",24,134.0,125,13.0,36,12,2,5,1,0,7,23,3.29,0.288,0.328,0.536,0.864,67.0,4.0,1.0,0,1,1,1,0.316,126,128,17
Batting Order Positions,"Bat3-6,non-P",24,260.0,242,19.0,64,12,4,6,0,0,17,53,3.12,0.265,0.315,0.422,0.737,102.0,6.0,1.0,0,0,1,0,0.317,96,100,42
Batting Order Positions,"Bat7-9,non-P",24,153.0,140,27.0,36,10,2,2,0,0,6,32,5.33,0.257,0.294,0.4,0.694,56.0,5.0,3.0,0,4,0,0,0.309,84,110,22
Swung or Took First Pitch of PA,Swung at 1st Pitch,24,199.0,185,28.0,50,13,4,5,,,8,37,4.63,0.27,0.302,0.465,0.766,86.0,4.0,2.0,0,4,0,0,0.306,101,117,28
Swung or Took First Pitch of PA,Took 1st Pitch,24,348.0,322,30.0,86,21,4,8,,,22,71,3.23,0.267,0.319,0.432,0.751,139.0,11.0,3.0,0,1,2,1,0.32,99,109,53
Count/Balls-Strikes,First Pitch,23,81.0,76,19.0,22,7,2,4,,,0,0,,0.29,0.296,0.592,0.888,45.0,3.0,2.0,0,3,0,0,0.24,128,92,9
Count/Balls-Strikes,1-0 Count,14,23.0,23,5.0,10,4,0,2,,,0,0,,0.435,0.435,0.87,1.304,20.0,1.0,0.0,0,0,0,0,0.381,235,179,4
Count/Balls-Strikes,2-0 Count,11,15.0,15,4.0,5,1,1,0,,,0,0,,0.333,0.333,0.533,0.867,8.0,0.0,0.0,0,0,0,1,0.333,126,83,3
Count/Balls-Strikes,3-0 Count,9,9.0,0,0.0,0,0,0,0,,,9,0,0.0,,1.0,,,0.0,0.0,0.0,0,0,2,0,,,,0
Count/Balls-Strikes,0-1 Count,20,55.0,54,8.0,23,3,2,1,,,0,0,,0.426,0.436,0.611,1.048,33.0,2.0,1.0,0,0,0,0,0.415,177,151,17
Count/Balls-Strikes,1-1 Count,20,45.0,45,5.0,13,4,1,1,,,0,0,,0.289,0.289,0.489,0.778,22.0,2.0,0.0,0,0,0,0,0.273,103,82,7
Count/Balls-Strikes,2-1 Count,15,27.0,26,3.0,11,2,1,0,,,0,0,,0.423,0.444,0.577,1.021,15.0,0.0,1.0,0,0,0,0,0.423,172,129,8
